location,year,emissions,group
Tanzania,1897,2.2215657,low
Tanzania,1898,2.1854258,low
Tanzania,1899,2.3234081,low
Tanzania,1900,2.4703972,low
Tanzania,1901,2.78535,low
Tanzania,1902,2.691417,low
Tanzania,1903,2.796379,low
Tanzania,1904,3.005553,low
Tanzania,1905,2.8318071,low
Tanzania,1906,2.88349,low
Tanzania,1907,3.0405352,low
Tanzania,1908,3.163389,low
Tanzania,1909,2.9461403,low
Tanzania,1910,3.2177455,low
Tanzania,1911,3.4040828,low
Tanzania,1912,3.5530083,low
Tanzania,1913,3.7103057,low
Tanzania,1914,3.7706232,low
Tanzania,1915,4.0856223,low
Tanzania,1916,3.9812047,low
Tanzania,1917,3.8771603,low
Tanzania,1918,4.1593394,low
Tanzania,1919,3.94299,low
Tanzania,1920,4.8096437,low
Tanzania,1921,4.760786,low
Tanzania,1922,5.2393656,low
Tanzania,1923,5.422651,low
Tanzania,1924,5.259784,low
Tanzania,1925,5.141558,low
Tanzania,1926,5.0636663,low
Tanzania,1927,5.5353227,low
Tanzania,1928,5.2054267,low
Tanzania,1929,5.16845,low
Tanzania,1930,6.483094,low
Tanzania,1931,7.1261587,low
Tanzania,1932,7.4705577,low
Tanzania,1933,7.683275,low
Tanzania,1934,7.9136786,low
Tanzania,1935,7.8413725,low
Tanzania,1936,8.009961,low
Tanzania,1937,8.004286,low
Tanzania,1938,7.7666497,low
Tanzania,1939,8.02411,low
Tanzania,1940,12.052656,low
Tanzania,1941,14.502379,low
Tanzania,1942,15.903077,low
Tanzania,1943,16.747469,low
Tanzania,1944,17.069302,low
Tanzania,1945,17.315193,low
Tanzania,1946,17.35321,low
Tanzania,1947,17.230703,low
Tanzania,1948,17.49172,low
Tanzania,1949,17.224663,low
Tanzania,1950,17.320276,low
Tanzania,1951,14.313041,low
Tanzania,1952,13.135197,low
Tanzania,1953,12.8861065,low
Tanzania,1954,12.82687,low
Tanzania,1955,13.006292,low
Tanzania,1956,13.361203,low
Tanzania,1957,13.311098,low
Tanzania,1958,13.850334,low
Tanzania,1959,13.994757,low
Tanzania,1960,14.933536,low
Tanzania,1961,10.360421,low
Tanzania,1962,19.173555,low
Tanzania,1963,14.321537,low
Tanzania,1964,10.235301,low
Tanzania,1965,7.6681056,low
Tanzania,1966,6.244542,low
Tanzania,1967,5.369328,low
Tanzania,1968,4.8286633,low
Tanzania,1969,13.039407,low
Tanzania,1970,12.695293,low
Tanzania,1971,8.604215,low
Tanzania,1972,6.184278,low
Tanzania,1973,4.912831,low
Tanzania,1974,4.126307,low
Tanzania,1975,3.4279299,low
Tanzania,1976,2.9817495,low
Tanzania,1977,9.027835,low
Tanzania,1978,7.1129866,low
Tanzania,1979,4.6348214,low
Tanzania,1980,5.200949,low
Tanzania,1981,3.716358,low
Tanzania,1982,2.9410198,low
Tanzania,1983,2.4301426,low
Tanzania,1984,7.091621,low
Tanzania,1985,5.5897036,low
Tanzania,1986,3.5141957,low
Tanzania,1987,2.721707,low
Tanzania,1988,2.1790035,low
Tanzania,1989,1.8017153,low
Tanzania,1990,1.9543059,low
Tanzania,1991,1.2945039,low
Tanzania,1992,1.6654115,low
Tanzania,1993,1.7065278,low
Tanzania,1994,1.7819978,low
Tanzania,1995,1.9992983,low
Tanzania,1996,1.7978288,low
Tanzania,1997,1.8359036,low
Tanzania,1998,2.3875997,low
Tanzania,1999,1.8506167,low
Tanzania,2000,1.6691384,low
Tanzania,2001,1.4995396,low
Tanzania,2002,1.9261657,low
Tanzania,2003,3.8810215,low
Tanzania,2004,2.997869,low
Tanzania,2005,2.109668,low
Tanzania,2006,3.0535717,low
Tanzania,2007,5.1647754,low
Tanzania,2008,4.0828753,low
Tanzania,2009,3.544837,low
Tanzania,2010,5.2173123,low
Tanzania,2011,6.289069,low
Tanzania,2012,4.1014404,low
Tanzania,2013,2.7137856,low
Tanzania,2014,2.3992615,low
Tanzania,2015,1.815489,low
Tanzania,2016,1.4491252,low
Tanzania,2017,1.3664705,low
Tanzania,2018,1.0423216,low
Tanzania,2019,0.8278153,low
Tanzania,2020,0.66619647,low
Tanzania,2021,0.55404025,low
Tanzania,2022,0.46054593,low
Laos,1850,6.469471,low
Laos,1851,5.9492407,low
Laos,1852,6.621181,low
Laos,1853,4.973651,low
Laos,1854,5.73625,low
Laos,1855,4.3023787,low
Laos,1856,4.310493,low
Laos,1857,4.195518,low
Laos,1858,3.8022008,low
Laos,1859,3.9473445,low
Laos,1860,3.2481332,low
Laos,1861,3.6100998,low
Laos,1862,3.4484055,low
Laos,1863,2.6213386,low
Laos,1864,2.434609,low
Laos,1865,3.1285782,low
Laos,1866,3.5889153,low
Laos,1867,3.643903,low
Laos,1868,2.7530746,low
Laos,1869,2.392578,low
Laos,1870,3.4880538,low
Laos,1871,4.3699756,low
Laos,1872,3.7346249,low
Laos,1873,3.4247324,low
Laos,1874,3.1223512,low
Laos,1875,3.0309823,low
Laos,1876,3.2892618,low
Laos,1877,3.0970728,low
Laos,1878,3.5780823,low
Laos,1879,3.430442,low
Laos,1880,3.6864395,low
Laos,1881,4.435783,low
Laos,1882,5.895164,low
Laos,1883,6.4701014,low
Laos,1884,5.708394,low
Laos,1885,8.338621,low
Laos,1886,7.1653624,low
Laos,1887,6.223898,low
Laos,1888,6.9199996,low
Laos,1889,6.408636,low
Laos,1890,6.597729,low
Laos,1891,5.929751,low
Laos,1892,5.6129513,low
Laos,1893,5.0168896,low
Laos,1894,5.3600483,low
Laos,1895,5.61511,low
Laos,1896,5.672981,low
Laos,1897,6.3763404,low
Laos,1898,5.955449,low
Laos,1899,6.7506766,low
Laos,1900,4.703015,low
Laos,1901,3.64327,low
Laos,1902,2.9736998,low
Laos,1903,3.2020855,low
Laos,1904,2.5907304,low
Laos,1905,2.9366302,low
Laos,1906,2.3730705,low
Laos,1907,2.8538823,low
Laos,1908,2.60244,low
Laos,1909,2.9199033,low
Laos,1910,2.9928784,low
Laos,1911,3.3059547,low
Laos,1912,3.109781,low
Laos,1913,4.446676,low
Laos,1914,4.356517,low
Laos,1915,4.9588137,low
Laos,1916,4.81047,low
Laos,1917,4.7140307,low
Laos,1918,4.8557568,low
Laos,1919,4.973738,low
Laos,1920,5.6642833,low
Laos,1921,9.751132,low
Laos,1922,10.50062,low
Laos,1923,10.52885,low
Laos,1924,11.488342,low
Laos,1925,12.959963,low
Laos,1926,14.842634,low
Laos,1927,15.281676,low
Laos,1928,13.633272,low
Laos,1929,16.003857,low
Laos,1930,18.457,low
Laos,1931,22.020247,low
Laos,1932,22.237978,low
Laos,1933,25.322268,low
Laos,1934,21.66327,low
Laos,1935,25.570902,low
Laos,1936,24.80315,low
Laos,1937,24.807009,low
Laos,1938,23.847166,low
Laos,1939,22.180347,low
Laos,1940,19.987967,low
Laos,1941,17.479593,low
Laos,1942,18.851473,low
Laos,1943,17.84806,low
Laos,1944,14.669535,low
Laos,1945,15.953713,low
Laos,1946,13.529494,low
Laos,1947,12.742676,low
Laos,1948,11.125134,low
Laos,1949,10.450513,low
Laos,1950,11.950374,low
Laos,1951,12.289454,low
Laos,1952,11.075087,low
Laos,1953,12.583575,low
Laos,1954,14.33258,low
Laos,1955,15.266414,low
Laos,1956,17.234842,low
Laos,1957,16.944508,low
Laos,1958,18.45224,low
Laos,1959,32.96792,low
Laos,1960,21.699461,low
Laos,1961,14.344776,low
Laos,1962,11.039337,low
Laos,1963,8.938667,low
Laos,1964,7.9285793,low
Laos,1965,8.343597,low
Laos,1966,7.299011,low
Laos,1967,7.4892945,low
Laos,1968,6.650857,low
Laos,1969,6.5009027,low
Laos,1970,6.373108,low
Laos,1971,8.304917,low
Laos,1972,8.897367,low
Laos,1973,9.4295225,low
Laos,1974,9.16161,low
Laos,1975,8.561658,low
Laos,1976,7.723011,low
Laos,1977,7.876057,low
Laos,1978,6.884849,low
Laos,1979,5.986581,low
Laos,1980,5.796519,low
Laos,1981,5.7741456,low
Laos,1982,5.2626977,low
Laos,1983,5.274257,low
Laos,1984,5.1299324,low
Laos,1985,4.8051105,low
Laos,1986,4.7831564,low
Laos,1987,4.9867015,low
Laos,1988,4.6566634,low
Laos,1989,4.368598,low
Laos,1990,4.1064954,low
Laos,1991,3.8137453,low
Laos,1992,3.5670588,low
Laos,1993,4.417405,low
Laos,1994,4.2498827,low
Laos,1995,4.241718,low
Laos,1996,5.6709,low
Laos,1997,4.696899,low
Laos,1998,4.9816055,low
Laos,1999,5.988295,low
Laos,2000,8.497214,low
Laos,2001,8.039026,low
Laos,2002,8.1758375,low
Laos,2003,8.733741,low
Laos,2004,9.773254,low
Laos,2005,10.059013,low
Laos,2006,9.379786,low
Laos,2007,10.2615385,low
Laos,2008,11.028319,low
Laos,2009,12.940152,low
Laos,2010,12.001427,low
Laos,2011,10.282728,low
Laos,2012,8.864205,low
Laos,2013,10.974378,low
Laos,2014,14.339471,low
Laos,2015,9.355092,low
Laos,2016,6.1224203,low
Laos,2017,8.736121,low
Laos,2018,7.3616204,low
Laos,2019,6.881218,low
Laos,2020,6.4520545,low
Laos,2021,6.3345923,low
Laos,2022,6.187159,low
Democratic Republic of Congo,1850,3.1564748,low
Democratic Republic of Congo,1851,2.6607232,low
Democratic Republic of Congo,1852,2.2212527,low
Democratic Republic of Congo,1853,1.8194188,low
Democratic Republic of Congo,1854,1.7426718,low
Democratic Republic of Congo,1855,1.6427275,low
Democratic Republic of Congo,1856,1.5189551,low
Democratic Republic of Congo,1857,1.6559387,low
Democratic Republic of Congo,1858,1.6030904,low
Democratic Republic of Congo,1859,1.5255898,low
Democratic Republic of Congo,1860,1.4527055,low
Democratic Republic of Congo,1861,1.3452467,low
Democratic Republic of Congo,1862,1.4294837,low
Democratic Republic of Congo,1863,1.21771,low
Democratic Republic of Congo,1864,1.3728373,low
Democratic Republic of Congo,1865,1.5797151,low
Democratic Republic of Congo,1866,1.5029902,low
Democratic Republic of Congo,1867,1.6231394,low
Democratic Republic of Congo,1868,1.2916785,low
Democratic Republic of Congo,1869,1.3177601,low
Democratic Republic of Congo,1870,1.3368853,low
Democratic Republic of Congo,1871,1.386035,low
Democratic Republic of Congo,1872,1.3826286,low
Democratic Republic of Congo,1873,1.4914441,low
Democratic Republic of Congo,1874,1.3642831,low
Democratic Republic of Congo,1875,1.3787187,low
Democratic Republic of Congo,1876,1.3672442,low
Democratic Republic of Congo,1877,1.4719768,low
Democratic Republic of Congo,1878,1.2671542,low
Democratic Republic of Congo,1879,1.7354343,low
Democratic Republic of Congo,1880,1.4892167,low
Democratic Republic of Congo,1881,1.390658,low
Democratic Republic of Congo,1882,1.5593835,low
Democratic Republic of Congo,1883,1.5240345,low
Democratic Republic of Congo,1884,1.7149154,low
Democratic Republic of Congo,1885,1.5333041,low
Democratic Republic of Congo,1886,1.7238321,low
Democratic Republic of Congo,1887,1.5966666,low
Democratic Republic of Congo,1888,1.6229801,low
Democratic Republic of Congo,1889,1.6049702,low
Democratic Republic of Congo,1890,1.5803998,low
Democratic Republic of Congo,1891,1.7050557,low
Democratic Republic of Congo,1892,2.0359526,low
Democratic Republic of Congo,1893,1.8860105,low
Democratic Republic of Congo,1894,1.7876612,low
Democratic Republic of Congo,1895,1.8585142,low
Democratic Republic of Congo,1896,1.9132481,low
Democratic Republic of Congo,1897,1.9856724,low
Democratic Republic of Congo,1898,1.8177091,low
Democratic Republic of Congo,1899,1.9526427,low
Democratic Republic of Congo,1900,2.2804472,low
Democratic Republic of Congo,1901,2.3476143,low
Democratic Republic of Congo,1902,2.7340624,low
Democratic Republic of Congo,1903,2.5473387,low
Democratic Republic of Congo,1904,2.719141,low
Democratic Republic of Congo,1905,2.7206016,low
Democratic Republic of Congo,1906,2.533289,low
Democratic Republic of Congo,1907,2.8451676,low
Democratic Republic of Congo,1908,2.9925203,low
Democratic Republic of Congo,1909,2.8252187,low
Democratic Republic of Congo,1910,3.372992,low
Democratic Republic of Congo,1911,3.4344203,low
Democratic Republic of Congo,1912,3.515872,low
Democratic Republic of Congo,1913,3.8528132,low
Democratic Republic of Congo,1914,3.7370229,low
Democratic Republic of Congo,1915,4.063955,low
Democratic Republic of Congo,1916,3.8282459,low
Democratic Republic of Congo,1917,3.843064,low
Democratic Republic of Congo,1918,4.4186563,low
Democratic Republic of Congo,1919,4.1922946,low
Democratic Republic of Congo,1920,4.661704,low
Democratic Republic of Congo,1921,5.235128,low
Democratic Republic of Congo,1922,5.7576976,low
Democratic Republic of Congo,1923,5.787052,low
Democratic Republic of Congo,1924,6.2093043,low
Democratic Republic of Congo,1925,6.2372346,low
Democratic Republic of Congo,1926,5.9482102,low
Democratic Republic of Congo,1927,5.9931316,low
Democratic Republic of Congo,1928,5.9176555,low
Democratic Republic of Congo,1929,6.3498406,low
Democratic Republic of Congo,1930,7.5330276,low
Democratic Republic of Congo,1931,8.185825,low
Democratic Republic of Congo,1932,9.001017,low
Democratic Republic of Congo,1933,9.190376,low
Democratic Republic of Congo,1934,8.86869,low
Democratic Republic of Congo,1935,9.772211,low
Democratic Republic of Congo,1936,9.233487,low
Democratic Republic of Congo,1937,8.985438,low
Democratic Republic of Congo,1938,9.159492,low
Democratic Republic of Congo,1939,9.295357,low
Democratic Republic of Congo,1940,13.923004,low
Democratic Republic of Congo,1941,16.951815,low
Democratic Republic of Congo,1942,19.204742,low
Democratic Republic of Congo,1943,19.670958,low
Democratic Republic of Congo,1944,20.449617,low
Democratic Republic of Congo,1945,20.522268,low
Democratic Republic of Congo,1946,20.040634,low
Democratic Republic of Congo,1947,20.879356,low
Democratic Republic of Congo,1948,20.868795,low
Democratic Republic of Congo,1949,20.726027,low
Democratic Republic of Congo,1950,22.496851,low
Democratic Republic of Congo,1951,23.302053,low
Democratic Republic of Congo,1952,24.544014,low
Democratic Republic of Congo,1953,25.622705,low
Democratic Republic of Congo,1954,26.571133,low
Democratic Republic of Congo,1955,27.359959,low
Democratic Republic of Congo,1956,28.020985,low
Democratic Republic of Congo,1957,29.298954,low
Democratic Republic of Congo,1958,30.383034,low
Democratic Republic of Congo,1959,30.510666,low
Democratic Republic of Congo,1960,37.939713,low
Democratic Republic of Congo,1961,24.911976,low
Democratic Republic of Congo,1962,18.601782,low
Democratic Republic of Congo,1963,13.1588545,low
Democratic Republic of Congo,1964,10.054282,low
Democratic Republic of Congo,1965,8.162369,low
Democratic Republic of Congo,1966,7.040518,low
Democratic Republic of Congo,1967,6.546704,low
Democratic Republic of Congo,1968,6.015958,low
Democratic Republic of Congo,1969,5.561359,low
Democratic Republic of Congo,1970,5.5101576,low
Democratic Republic of Congo,1971,5.279371,low
Democratic Republic of Congo,1972,4.9956226,low
Democratic Republic of Congo,1973,4.734931,low
Democratic Republic of Congo,1974,3.8733923,low
Democratic Republic of Congo,1975,3.9035838,low
Democratic Republic of Congo,1976,3.6275327,low
Democratic Republic of Congo,1977,3.350705,low
Democratic Republic of Congo,1978,3.0054646,low
Democratic Republic of Congo,1979,3.2271595,low
Democratic Republic of Congo,1980,3.32733,low
Democratic Republic of Congo,1981,3.078785,low
Democratic Republic of Congo,1982,2.9671366,low
Democratic Republic of Congo,1983,3.1511593,low
Democratic Republic of Congo,1984,3.1332557,low
Democratic Republic of Congo,1985,3.248171,low
Democratic Republic of Congo,1986,2.7550678,low
Democratic Republic of Congo,1987,2.5018296,low
Democratic Republic of Congo,1988,2.3402812,low
Democratic Republic of Congo,1989,2.3313806,low
Democratic Republic of Congo,1990,2.3442872,low
Democratic Republic of Congo,1991,2.344983,low
Democratic Republic of Congo,1992,2.2448058,low
Democratic Republic of Congo,1993,2.8473103,low
Democratic Republic of Congo,1994,2.7679775,low
Democratic Republic of Congo,1995,2.7455282,low
Democratic Republic of Congo,1996,2.7331114,low
Democratic Republic of Congo,1997,3.679808,low
Democratic Republic of Congo,1998,3.6910255,low
Democratic Republic of Congo,1999,3.8416855,low
Democratic Republic of Congo,2000,3.596461,low
Democratic Republic of Congo,2001,2.9392715,low
Democratic Republic of Congo,2002,2.6375582,low
Democratic Republic of Congo,2003,3.0558481,low
Democratic Republic of Congo,2004,2.4673495,low
Democratic Republic of Congo,2005,2.3526418,low
Democratic Republic of Congo,2006,2.4403899,low
Democratic Republic of Congo,2007,2.488778,low
Democratic Republic of Congo,2008,7.285141,low
Democratic Republic of Congo,2009,11.400461,low
Democratic Republic of Congo,2010,13.1190405,low
Democratic Republic of Congo,2011,14.729368,low
Democratic Republic of Congo,2012,13.282046,low
Democratic Republic of Congo,2013,13.218788,low
Democratic Republic of Congo,2014,10.347753,low
Democratic Republic of Congo,2015,7.8970184,low
Democratic Republic of Congo,2016,8.033825,low
Democratic Republic of Congo,2017,7.8542576,low
Democratic Republic of Congo,2018,6.162173,low
Democratic Republic of Congo,2019,4.20889,low
Democratic Republic of Congo,2020,5.3319736,low
Democratic Republic of Congo,2021,5.804128,low
Democratic Republic of Congo,2022,5.1754007,low
